Id,Label,type
Paul Winfield,Paul Winfield,Actor
Rick Rossovich,Rick Rossovich,Actor
Bess Motta,Bess Motta,Actor
Earl Boen,Earl Boen,Actor
Shawn Schepps,Shawn Schepps,Actor
Anthony Andrews,Anthony Andrews,Actor
Ignacio López Tarso,Ignacio López Tarso,Actor
Katy Jurado,Katy Jurado,Actor
Dawson Bray,Dawson Bray,Actor
Carlos Riquelme,Carlos Riquelme,Actor
Jim McCarthy,Jim McCarthy,Actor
José René Ruiz,José René Ruiz,Actor
Griffin Dunne,Griffin Dunne,Actor
Rosanna Arquette,Rosanna Arquette,Actor
Tommy Chong,Tommy Chong,Actor
Linda Fiorentino,Linda Fiorentino,Actor
John Heard,John Heard,Actor
Cheech Marin,Cheech Marin,Actor
Catherine O'Hara,Catherine O'Hara,Actor
Danny Glover,Danny Glover,Actor
Whoopi Goldberg,Whoopi Goldberg,Actor
Oprah Winfrey,Oprah Winfrey,Actor
Margaret Avery,Margaret Avery,Actor
Willard E. Pugh,Willard E. Pugh,Actor
Akosua Busia,Akosua Busia,Actor
Desreta Jackson,Desreta Jackson,Actor
Adolph Caesar,Adolph Caesar,Actor
Rae Dawn Chong,Rae Dawn Chong,Actor
Dana Ivey,Dana Ivey,Actor
Mia Sara,Mia Sara,Actor
David Bennent,David Bennent,Actor
Alice Playten,Alice Playten,Actor
Billy Barty,Billy Barty,Actor
Cork Hubbert,Cork Hubbert,Actor
Peter O'Farrell,Peter O'Farrell,Actor
Kiran Shah,Kiran Shah,Actor
Annabelle Lanyon,Annabelle Lanyon,Actor
Michael Moriarty,Michael Moriarty,Actor
Carrie Snodgress,Carrie Snodgress,Actor
Sydney Penny,Sydney Penny,Actor
Richard Dysart,Richard Dysart,Actor
Richard Kiel,Richard Kiel,Actor
Paul Reubens,Paul Reubens,Actor
Elizabeth Daily,Elizabeth Daily,Actor
Mark Holton,Mark Holton,Actor
Diane Salinger,Diane Salinger,Actor
Judd Omen,Judd Omen,Actor
Irving Hellman,Irving Hellman,Actor
Monte Landis,Monte Landis,Actor
Damon Martin,Damon Martin,Actor
David Glasser,David Glasser,Actor
Gregory Brown,Gregory Brown,Actor
Kathleen Turner,Kathleen Turner,Actor
Robert Loggia,Robert Loggia,Actor
Lee Richardson,Lee Richardson,Actor
Michael Lombard,Michael Lombard,Actor
George Santopietro,George Santopietro,Actor
Lawrence Tierney,Lawrence Tierney,Actor
Jeff Daniels,Jeff Daniels,Actor
Danny Aiello,Danny Aiello,Actor
Irving Metzman,Irving Metzman,Actor
Stephanie Farrow,Stephanie Farrow,Actor
David Kieserman,David Kieserman,Actor
Elaine Grollman,Elaine Grollman,Actor
Victoria Zussin,Victoria Zussin,Actor
Mark Hammond,Mark Hammond,Actor
Wade Barnes,Wade Barnes,Actor
Per Myrberg,Per Myrberg,Actor
Christina Schollin,Christina Schollin,Actor
Lasse Pöysti,Lasse Pöysti,Actor
Björn Gustafson,Björn Gustafson,Actor
Majlis Granlund,Majlis Granlund,Actor
Margreth Weivers,Margreth Weivers,Actor
Bertil Norström,Bertil Norström,Actor
Carrie Henn,Carrie Henn,Actor
Paul Reiser,Paul Reiser,Actor
Bill Paxton,Bill Paxton,Actor
William Hope,William Hope,Actor
Jenette Goldstein,Jenette Goldstein,Actor
Al Matthews,Al Matthews,Actor
Mark Rolston,Mark Rolston,Actor
Dick Shawn,Dick Shawn,Actor
Tony Cox,Tony Cox,Actor
Debbie Lee Carrington,Debbie Lee Carrington,Actor
Cindy Sorenson,Cindy Sorenson,Actor
Gary DePew,Gary DePew,Actor
Kahea Bright,Kahea Bright,Actor
Donald Devoux,Donald Devoux,Actor
Cameron English,Cameron English,Actor
Mary Elizabeth Mastrantonio,Mary Elizabeth Mastrantonio,Actor
Helen Shaver,Helen Shaver,Actor
John Turturro,John Turturro,Actor
Bill Cobbs,Bill Cobbs,Actor
Robert Agins,Robert Agins,Actor
Alvin Anastasia,Alvin Anastasia,Actor
Randall Arney,Randall Arney,Actor
Elizabeth Bracco,Elizabeth Bracco,Actor
Dianne Wiest,Dianne Wiest,Actor
Maureen O'Sullivan,Maureen O'Sullivan,Actor
Lloyd Nolan,Lloyd Nolan,Actor
Lewis Black,Lewis Black,Actor
Marsha Mason,Marsha Mason,Actor
Everett McGill,Everett McGill,Actor
Eileen Heckart,Eileen Heckart,Actor
Bo Svenson,Bo Svenson,Actor
Boyd Gaines,Boyd Gaines,Actor
Mario Van Peebles,Mario Van Peebles,Actor
Arlen Dean Snyder,Arlen Dean Snyder,Actor
Vincent Irizarry,Vincent Irizarry,Actor
Jane Fonda,Jane Fonda,Actor
Geoffrey Scott,Geoffrey Scott,Actor
James 'Gypsy' Haake,James 'Gypsy' Haake,Actor
Kathleen Wilhoite,Kathleen Wilhoite,Actor
Don Hood,Don Hood,Actor
Fran Bennett,Fran Bennett,Actor
Barry Miller,Barry Miller,Actor
Joan Allen,Joan Allen,Actor
Kevin J. O'Connor,Kevin J. O'Connor,Actor
Jim Carrey,Jim Carrey,Actor
Lisa Jane Persky,Lisa Jane Persky,Actor
Lucinda Jenney,Lucinda Jenney,Actor
Wil Shriner,Wil Shriner,Actor
Cris Campion,Cris Campion,Actor
Damien Thomas,Damien Thomas,Actor
Olu Jacobs,Olu Jacobs,Actor
David Kelly,David Kelly,Actor
Tony Peck,Tony Peck,Actor
Richard Dieux,Richard Dieux,Actor
Jacques Maury,Jacques Maury,Actor
Denzel Washington,Denzel Washington,Actor
Beatrice Straight,Beatrice Straight,Actor
Michael Learned,Michael Learned,Actor
J.T. Walsh,J.T. Walsh,Actor
Terry Potter,Terry Potter,Actor
Pete O'Herne,Pete O'Herne,Actor
Craig Smith,Craig Smith,Actor
Mike Minett,Mike Minett,Actor
Doug Wren,Doug Wren,Actor
Dean Lawrie,Dean Lawrie,Actor
Peter Vere-Jones,Peter Vere-Jones,Actor
Ken Hammon,Ken Hammon,Actor
Robin Griggs,Robin Griggs,Actor
Helena Carroll,Helena Carroll,Actor
Cathleen Delany,Cathleen Delany,Actor
Rachael Dowling,Rachael Dowling,Actor
Kate O'Toole,Kate O'Toole,Actor
Bairbre Dowling,Bairbre Dowling,Actor
Maria Hayden,Maria Hayden,Actor
Cormac O'Herlihy,Cormac O'Herlihy,Actor
Colm Meaney,Colm Meaney,Actor
Christian Bale,Christian Bale,Actor
John Malkovich,John Malkovich,Actor
Miranda Richardson,Miranda Richardson,Actor
Joe Pantoliano,Joe Pantoliano,Actor
Leslie Phillips,Leslie Phillips,Actor
Masatô Ibu,Masatô Ibu,Actor
Emily Richard,Emily Richard,Actor
Rupert Frazer,Rupert Frazer,Actor
Peter Gale,Peter Gale,Actor
Matthew Modine,Matthew Modine,Actor
R. Lee Ermey,R. Lee Ermey,Actor
Vincent D'Onofrio,Vincent D'Onofrio,Actor
Adam Baldwin,Adam Baldwin,Actor
Dorian Harewood,Dorian Harewood,Actor
Kevyn Major Howard,Kevyn Major Howard,Actor
Arliss Howard,Arliss Howard,Actor
Ed O'Ross,Ed O'Ross,Actor
John Terry,John Terry,Actor
Kieron Jecchinis,Kieron Jecchinis,Actor
D.B. Sweeney,D.B. Sweeney,Actor
Mary Stuart Masterson,Mary Stuart Masterson,Actor
Elias Koteas,Elias Koteas,Actor
Mike Starr,Mike Starr,Actor
Paul Herman,Paul Herman,Actor
Don Pardo,Don Pardo,Actor
Martin Rosenblatt,Martin Rosenblatt,Actor
Helen Miller,Helen Miller,Actor
Danielle Ferland,Danielle Ferland,Actor
Julie Kavner,Julie Kavner,Actor
Julie Kurnitz,Julie Kurnitz,Actor
Holly Hunter,Holly Hunter,Actor
Trey Wilson,Trey Wilson,Actor
John Goodman,John Goodman,Actor
William Forsythe,William Forsythe,Actor
Sam McMurray,Sam McMurray,Actor
Randall 'Tex' Cobb,Randall 'Tex' Cobb,Actor
T.J. Kuhn,T.J. Kuhn,Actor
Lynne Kitei,Lynne Kitei,Actor
Elaine Stritch,Elaine Stritch,Actor
Ira Wheeler,Ira Wheeler,Actor
Jane Cecil,Jane Cecil,Actor
Rosemary Murphy,Rosemary Murphy,Actor
Tom Berenger,Tom Berenger,Actor
Mimi Rogers,Mimi Rogers,Actor
Lorraine Bracco,Lorraine Bracco,Actor
Andreas Katsulas,Andreas Katsulas,Actor
James E. Moriarty,James E. Moriarty,Actor
Mark Moses,Mark Moses,Actor
Daniel Hugh Kelly,Daniel Hugh Kelly,Actor
Gena Rowlands,Gena Rowlands,Actor
Betty Buckley,Betty Buckley,Actor
Martha Plimpton,Martha Plimpton,Actor
John Houseman,John Houseman,Actor
David Ogden Stiers,David Ogden Stiers,Actor
Alec Baldwin,Alec Baldwin,Actor
Geena Davis,Geena Davis,Actor
Michael Keaton,Michael Keaton,Actor
Annie McEnroe,Annie McEnroe,Actor
Maurice Page,Maurice Page,Actor
Hugo Stanger,Hugo Stanger,Actor
Rachel Mittelman,Rachel Mittelman,Actor
J. Jay Saunders,J. Jay Saunders,Actor
Mark Ettlinger,Mark Ettlinger,Actor
Forest Whitaker,Forest Whitaker,Actor
Diane Venora,Diane Venora,Actor
Michael Zelniker,Michael Zelniker,Actor
Samuel E. Wright,Samuel E. Wright,Actor
Keith David,Keith David,Actor
Michael McGuire,Michael McGuire,Actor
Damon Whitaker,Damon Whitaker,Actor
Morgan Nagler,Morgan Nagler,Actor
Emmanuelle Seigner,Emmanuelle Seigner,Actor
Djiby Soumare,Djiby Soumare,Actor
Dominique Virton,Dominique Virton,Actor
Gérard Klein,Gérard Klein,Actor
Stéphane D'Audeville,Stéphane D'Audeville,Actor
Laurent Spielvogel,Laurent Spielvogel,Actor
Alain Doutey,Alain Doutey,Actor
Jacques Ciron,Jacques Ciron,Actor
Willem Dafoe,Willem Dafoe,Actor
Paul Greco,Paul Greco,Actor
Steve Shill,Steve Shill,Actor
Gary Basaraba,Gary Basaraba,Actor
Irvin Kershner,Irvin Kershner,Actor
River Phoenix,River Phoenix,Actor
Christine Lahti,Christine Lahti,Actor
Judd Hirsch,Judd Hirsch,Actor
Jonas Abry,Jonas Abry,Actor
Ed Crowley,Ed Crowley,Actor
L.M. Kit Carson,L.M. Kit Carson,Actor
Augusta Dabney,Augusta Dabney,Actor
David Margulies,David Margulies,Actor
Mako,Mako,Actor
Christian Slater,Christian Slater,Actor
Nina Siemaszko,Nina Siemaszko,Actor
Anders Johnson,Anders Johnson,Actor
Corin Nemec,Corin Nemec,Actor
Ed Harris,Ed Harris,Actor
Leo Burmester,Leo Burmester,Actor
Todd Graff,Todd Graff,Actor
John Bedford Lloyd,John Bedford Lloyd,Actor
J.C. Quinn,J.C. Quinn,Actor
Kimberly Scott,Kimberly Scott,Actor
Captain Kidd Brewer Jr.,Captain Kidd Brewer Jr.,Actor
George Robert Klek,George Robert Klek,Actor
Brad Johnson,Brad Johnson,Actor
Ed Van Nuys,Ed Van Nuys,Actor
Marg Helgenberger,Marg Helgenberger,Actor
Dale Dye,Dale Dye,Actor
Kim Basinger,Kim Basinger,Actor
Robert Wuhl,Robert Wuhl,Actor
Billy Dee Williams,Billy Dee Williams,Actor
Jack Palance,Jack Palance,Actor
Jerry Hall,Jerry Hall,Actor
Tracey Walter,Tracey Walter,Actor
Michael Douglas,Michael Douglas,Actor
Andy Garcia,Andy Garcia,Actor
Ken Takakura,Ken Takakura,Actor
Yûsaku Matsuda,Yûsaku Matsuda,Actor
Shigeru Kôyama,Shigeru Kôyama,Actor
John Spencer,John Spencer,Actor
Guts Ishimatsu,Guts Ishimatsu,Actor
Yûya Uchida,Yûya Uchida,Actor
Tomisaburô Wakayama,Tomisaburô Wakayama,Actor
Bill Bernstein,Bill Bernstein,Actor
Stephanie Roth Haberle,Stephanie Roth Haberle,Actor
Gregg Edelman,Gregg Edelman,Actor
George J. Manos,George J. Manos,Actor
Jenny Nichols,Jenny Nichols,Actor
Joanna Gleason,Joanna Gleason,Actor
Dustin Hoffman,Dustin Hoffman,Actor
Matthew Broderick,Matthew Broderick,Actor
Rosanna DeSoto,Rosanna DeSoto,Actor
Janet Carroll,Janet Carroll,Actor
Victoria Jackson,Victoria Jackson,Actor
Bill McCutcheon,Bill McCutcheon,Actor
Deborah Rush,Deborah Rush,Actor
Marilyn Cooper,Marilyn Cooper,Actor
Salem Ludwig,Salem Ludwig,Actor
Alison Doody,Alison Doody,Actor
Julian Glover,Julian Glover,Actor
Michael Byrne,Michael Byrne,Actor
Kevork Malikyan,Kevork Malikyan,Actor
Robert Eddison,Robert Eddison,Actor
Danny Mulheron,Danny Mulheron,Actor
Donna Akersten,Donna Akersten,Actor
Stuart Devenie,Stuart Devenie,Actor
Mark Hadlow,Mark Hadlow,Actor
Ross Jolly,Ross Jolly,Actor
Brian Sergent,Brian Sergent,Actor
Mark Wright,Mark Wright,Actor
Fane Flaws,Fane Flaws,Actor
Nick Nolte,Nick Nolte,Actor
Mae Questel,Mae Questel,Actor
Molly Regan,Molly Regan,Actor
Joan Bud,Joan Bud,Actor
Jessie Keosian,Jessie Keosian,Actor
Colin Firth,Colin Firth,Actor
Annette Bening,Annette Bening,Actor
Meg Tilly,Meg Tilly,Actor
Fairuza Balk,Fairuza Balk,Actor
Siân Phillips,Siân Phillips,Actor
Fabia Drake,Fabia Drake,Actor
T.P. McKenna,T.P. McKenna,Actor
Isla Blair,Isla Blair,Actor
William Hurt,William Hurt,Actor
Joe Mantegna,Joe Mantegna,Actor
June Squibb,June Squibb,Actor
Marceline Hugot,Marceline Hugot,Actor
Dylan O'Sullivan Farrow,Dylan O'Sullivan Farrow,Actor
Matthew H. Williamson,Matthew H. Williamson,Actor
Billy Taylor,Billy Taylor,Actor
Holland Taylor,Holland Taylor,Actor
Johnny Depp,Johnny Depp,Actor
Winona Ryder,Winona Ryder,Actor
Anthony Michael Hall,Anthony Michael Hall,Actor
Kathy Baker,Kathy Baker,Actor
Robert Oliveri,Robert Oliveri,Actor
Conchata Ferrell,Conchata Ferrell,Actor
Caroline Aaron,Caroline Aaron,Actor
O-Lan Jones,O-Lan Jones,Actor
George Hamilton,George Hamilton,Actor
Bridget Fonda,Bridget Fonda,Actor
Ray Liotta,Ray Liotta,Actor
Paul Sorvino,Paul Sorvino,Actor
Frank Sivero,Frank Sivero,Actor
Tony Darrow,Tony Darrow,Actor
Chuck Low,Chuck Low,Actor
Gabriel Byrne,Gabriel Byrne,Actor
Marcia Gay Harden,Marcia Gay Harden,Actor
Jon Polito,Jon Polito,Actor
J.E. Freeman,J.E. Freeman,Actor
Al Mancini,Al Mancini,Actor
Richard Woods,Richard Woods,Actor
Tom Toner,Tom Toner,Actor
Armand Assante,Armand Assante,Actor
Luis Guzmán,Luis Guzmán,Actor
Charles S. Dutton,Charles S. Dutton,Actor
Jenny Lumet,Jenny Lumet,Actor
Paul Calderon,Paul Calderon,Actor
International Chrysis,International Chrysis,Actor
Charlie Sheen,Charlie Sheen,Actor
Sonia Braga,Sonia Braga,Actor
Lara Flynn Boyle,Lara Flynn Boyle,Actor
Pepe Serna,Pepe Serna,Actor
Marco Rodríguez,Marco Rodríguez,Actor
Pete Randall,Pete Randall,Actor
Donna Mitchell,Donna Mitchell,Actor
Jeff Fahey,Jeff Fahey,Actor
Charlotte Cornwell,Charlotte Cornwell,Actor
Norman Lumsden,Norman Lumsden,Actor
George Dzundza,George Dzundza,Actor
Edward Tudor-Pole,Edward Tudor-Pole,Actor
Roddy Maude-Roxby,Roddy Maude-Roxby,Actor
Richard Warwick,Richard Warwick,Actor
John Rapley,John Rapley,Actor
Catherine Neilson,Catherine Neilson,Actor
Michael Lerner,Michael Lerner,Actor
John Mahoney,John Mahoney,Actor
Tony Shalhoub,Tony Shalhoub,Actor
Steve Buscemi,Steve Buscemi,Actor
David Warrilow,David Warrilow,Actor
Richard Portnow,Richard Portnow,Actor
Jessica Lange,Jessica Lange,Actor
Juliette Lewis,Juliette Lewis,Actor
Joe Don Baker,Joe Don Baker,Actor
Illeana Douglas,Illeana Douglas,Actor
Fred Thompson,Fred Thompson,Actor
Robin Williams,Robin Williams,Actor
Julia Roberts,Julia Roberts,Actor
Maggie Smith,Maggie Smith,Actor
Caroline Goodall,Caroline Goodall,Actor
Charlie Korsmo,Charlie Korsmo,Actor
Amber Scott,Amber Scott,Actor
Laurel Cronin,Laurel Cronin,Actor
Phil Collins,Phil Collins,Actor
Edward Furlong,Edward Furlong,Actor
Robert Patrick,Robert Patrick,Actor
Joe Morton,Joe Morton,Actor
S. Epatha Merkerson,S. Epatha Merkerson,Actor
Castulo Guerra,Castulo Guerra,Actor
Danny Cooksey,Danny Cooksey,Actor
Michael Madsen,Michael Madsen,Actor
Christopher McDonald,Christopher McDonald,Actor
Stephen Tobolowsky,Stephen Tobolowsky,Actor
Brad Pitt,Brad Pitt,Actor
Timothy Carhart,Timothy Carhart,Actor
Jason Beghe,Jason Beghe,Actor
Gérard Depardieu,Gérard Depardieu,Actor
Loren Dean,Loren Dean,Actor
Ángela Molina,Ángela Molina,Actor
Fernando Rey,Fernando Rey,Actor
Michael Wincott,Michael Wincott,Actor
Tchéky Karyo,Tchéky Karyo,Actor
Kevin Dunn,Kevin Dunn,Actor
Frank Langella,Frank Langella,Actor
Charles Dance,Charles Dance,Actor
Paul McGann,Paul McGann,Actor
Brian Glover,Brian Glover,Actor
Ralph Brown,Ralph Brown,Actor
Danny Webb,Danny Webb,Actor
Christopher John Fields,Christopher John Fields,Actor
Holt McCallany,Holt McCallany,Actor
Michelle Pfeiffer,Michelle Pfeiffer,Actor
Cristi Conaway,Cristi Conaway,Actor
Andrew Bryniarski,Andrew Bryniarski,Actor
Timothy Balme,Timothy Balme,Actor
Diana Peñalver,Diana Peñalver,Actor
Elizabeth Moody,Elizabeth Moody,Actor
Ian Watkin,Ian Watkin,Actor
Brenda Kendall,Brenda Kendall,Actor
Jed Brophy,Jed Brophy,Actor
Elizabeth Brimilcombe,Elizabeth Brimilcombe,Actor
Stephen Papps,Stephen Papps,Actor
Murray Keane,Murray Keane,Actor
Gary Oldman,Gary Oldman,Actor
Anthony Hopkins,Anthony Hopkins,Actor
Keanu Reeves,Keanu Reeves,Actor
Richard E. Grant,Richard E. Grant,Actor
Cary Elwes,Cary Elwes,Actor
Billy Campbell,Billy Campbell,Actor
Sadie Frost,Sadie Frost,Actor
Tom Waits,Tom Waits,Actor
Monica Bellucci,Monica Bellucci,Actor
Sydney Pollack,Sydney Pollack,Actor
Nick Metropolis,Nick Metropolis,Actor
Jeffrey Kurland,Jeffrey Kurland,Actor
Bruce Jay Friedman,Bruce Jay Friedman,Actor
Timothy Jerome,Timothy Jerome,Actor
Rebecca Glenn,Rebecca Glenn,Actor
Hugh Grant,Hugh Grant,Actor
Kristin Scott Thomas,Kristin Scott Thomas,Actor
Sophie Patel,Sophie Patel,Actor
Patrick Albenque,Patrick Albenque,Actor
Smilja Mihailovitch,Smilja Mihailovitch,Actor
Leo Eckmann,Leo Eckmann,Actor
Luca Vellani,Luca Vellani,Actor
Stina Ekblad,Stina Ekblad,Actor
Marie Richardson,Marie Richardson,Actor
Agneta Ekmanner,Agneta Ekmanner,Actor
Helena Brodin,Helena Brodin,Actor
Tim Roth,Tim Roth,Actor
Randy Brooks,Randy Brooks,Actor
Kirk Baltz,Kirk Baltz,Actor
Edward Bunker,Edward Bunker,Actor
Michael Kirby,Michael Kirby,Actor
James Rebhorn,James Rebhorn,Actor
Daniel von Bargen,Daniel von Bargen,Actor
Camille Saviola,Camille Saviola,Actor
Tim Loomis,Tim Loomis,Actor
Katy Dierlam,Katy Dierlam,Actor
Melanie Griffith,Melanie Griffith,Actor
Eric Thal,Eric Thal,Actor
John Pankow,John Pankow,Actor
Tracy Pollan,Tracy Pollan,Actor
Jamey Sheridan,Jamey Sheridan,Actor
Jake Weber,Jake Weber,Actor
Ro'ee Levi,Ro'ee Levi,Actor
David Rosenbaum,David Rosenbaum,Actor
Morgan Freeman,Morgan Freeman,Actor
Jaimz Woolvett,Jaimz Woolvett,Actor
Saul Rubinek,Saul Rubinek,Actor
Frances Fisher,Frances Fisher,Actor
Anna Thomson,Anna Thomson,Actor
David Mucci,David Mucci,Actor
Rob Campbell,Rob Campbell,Actor
Daniel Day-Lewis,Daniel Day-Lewis,Actor
Linda Faye Farkas,Linda Faye Farkas,Actor
Michael Rees Davis,Michael Rees Davis,Actor
Terry Cook,Terry Cook,Actor
Jon Garrison,Jon Garrison,Actor
Rebecca De Mornay,Rebecca De Mornay,Actor
Don Johnson,Don Johnson,Actor
Stephen Lang,Stephen Lang,Actor
Ron White,Ron White,Actor
Norma Dell'Agnese,Norma Dell'Agnese,Actor
Sean McCann,Sean McCann,Actor
Robert Kennedy,Robert Kennedy,Actor
Sam Neill,Sam Neill,Actor
Laura Dern,Laura Dern,Actor
Jeff Goldblum,Jeff Goldblum,Actor
Richard Attenborough,Richard Attenborough,Actor
Bob Peck,Bob Peck,Actor
Martin Ferrero,Martin Ferrero,Actor
BD Wong,BD Wong,Actor
Joseph Mazzello,Joseph Mazzello,Actor
Ariana Richards,Ariana Richards,Actor
Samuel L. Jackson,Samuel L. Jackson,Actor
Jerry Adler,Jerry Adler,Actor
Lynn Cohen,Lynn Cohen,Actor
Ron Rifkin,Ron Rifkin,Actor
Joy Behar,Joy Behar,Actor
William Addy,William Addy,Actor
John Doumanian,John Doumanian,Actor
Sylvia Kauders,Sylvia Kauders,Actor
Kevin Costner,Kevin Costner,Actor
T.J. Lowther,T.J. Lowther,Actor
Keith Szarabajka,Keith Szarabajka,Actor
Paul Hewitt,Paul Hewitt,Actor
Bradley Whitford,Bradley Whitford,Actor
Ray McKinnon,Ray McKinnon,Actor
Jennifer Griffin,Jennifer Griffin,Actor
Liam Neeson,Liam Neeson,Actor
Ralph Fiennes,Ralph Fiennes,Actor
Ben Kingsley,Ben Kingsley,Actor
Jonathan Sagall,Jonathan Sagall,Actor
Embeth Davidtz,Embeth Davidtz,Actor
Malgorzata Gebel,Malgorzata Gebel,Actor
Shmuel Levy,Shmuel Levy,Actor
Mark Ivanir,Mark Ivanir,Actor
Béatrice Macola,Béatrice Macola,Actor
Brandi Brandt,Brandi Brandt,Actor
Kristin Dattilo,Kristin Dattilo,Actor
Stephen Dorff,Stephen Dorff,Actor
Nicholas Guest,Nicholas Guest,Actor
John Cusack,John Cusack,Actor
Jennifer Tilly,Jennifer Tilly,Actor
Chazz Palminteri,Chazz Palminteri,Actor
Mary-Louise Parker,Mary-Louise Parker,Actor
Joe Viterelli,Joe Viterelli,Actor
Rob Reiner,Rob Reiner,Actor
Tracey Ullman,Tracey Ullman,Actor
Jim Broadbent,Jim Broadbent,Actor
Stuart Wilson,Stuart Wilson,Actor
Krystia Mova,Krystia Mova,Actor
Jonathan Vega,Jonathan Vega,Actor
Rodolphe Vega,Rodolphe Vega,Actor
Gilberto Cortés,Gilberto Cortés,Actor
Jorge Cruz,Jorge Cruz,Actor
Carlos Moreno,Carlos Moreno,Actor
Eduardo Valenzuela,Eduardo Valenzuela,Actor
Josef Sommer,Josef Sommer,Actor
Robert Stanton,Robert Stanton,Actor
Edward Herrmann,Edward Herrmann,Actor
Michael J. Fox,Michael J. Fox,Actor
Mayim Bialik,Mayim Bialik,Actor
Sarah Jessica Parker,Sarah Jessica Parker,Actor
Patricia Arquette,Patricia Arquette,Actor
Bill Murray,Bill Murray,Actor
Max Casella,Max Casella,Actor
Melanie Lynskey,Melanie Lynskey,Actor
Kate Winslet,Kate Winslet,Actor
Sarah Peirse,Sarah Peirse,Actor
Diana Kent,Diana Kent,Actor
Clive Merrison,Clive Merrison,Actor
Simon O'Connor,Simon O'Connor,Actor
Peter Elliott,Peter Elliott,Actor
Gilbert Goldie,Gilbert Goldie,Actor
Geoffrey Heath,Geoffrey Heath,Actor
Tim Robbins,Tim Robbins,Actor
Jennifer Jason Leigh,Jennifer Jason Leigh,Actor
Jim True-Frost,Jim True-Frost,Actor
Bruce Campbell,Bruce Campbell,Actor
Harry Bugin,Harry Bugin,Actor
John Seitz,John Seitz,Actor
John Travolta,John Travolta,Actor
Uma Thurman,Uma Thurman,Actor
Bruce Willis,Bruce Willis,Actor
Amanda Plummer,Amanda Plummer,Actor
Laura Lovelace,Laura Lovelace,Actor
Phil LaMarr,Phil LaMarr,Actor
Frank Whaley,Frank Whaley,Actor
Burr Steers,Burr Steers,Actor
Kerry Fox,Kerry Fox,Actor
Christopher Eccleston,Christopher Eccleston,Actor
Ewan McGregor,Ewan McGregor,Actor
Ken Stott,Ken Stott,Actor
Keith Allen,Keith Allen,Actor
Colin McCredie,Colin McCredie,Actor
Victoria Nairn,Victoria Nairn,Actor
Gary Lewis,Gary Lewis,Actor
Jean Marie Coffey,Jean Marie Coffey,Actor
Peter Mullan,Peter Mullan,Actor
Björn Granath,Björn Granath,Actor
Anna von Rosen,Anna von Rosen,Actor
Jamie Lee Curtis,Jamie Lee Curtis,Actor
Tom Arnold,Tom Arnold,Actor
Tia Carrere,Tia Carrere,Actor
Eliza Dushku,Eliza Dushku,Actor
Grant Heslov,Grant Heslov,Actor
Marshall Manesh,Marshall Manesh,Actor
James Allen,James Allen,Actor
Annie Corley,Annie Corley,Actor
Victor Slezak,Victor Slezak,Actor
Jim Haynie,Jim Haynie,Actor
Sarah Zahn,Sarah Zahn,Actor
Christopher Kroon,Christopher Kroon,Actor
Phyllis Lyons,Phyllis Lyons,Actor
Debra Monk,Debra Monk,Actor
Richard Lage,Richard Lage,Actor
Sharon Stone,Sharon Stone,Actor
James Woods,James Woods,Actor
Don Rickles,Don Rickles,Actor
Kevin Pollak,Kevin Pollak,Actor
L.Q. Jones,L.Q. Jones,Actor
Dick Smothers,Dick Smothers,Actor
Antonio Banderas,Antonio Banderas,Actor
Sammi Davis,Sammi Davis,Actor
Amanda De Cadenet,Amanda De Cadenet,Actor
Valeria Golino,Valeria Golino,Actor
Madonna,Madonna,Actor
Ione Skye,Ione Skye,Actor
Lili Taylor,Lili Taylor,Actor
Alicia Witt,Alicia Witt,Actor
Jennifer Beals,Jennifer Beals,Actor
Mira Sorvino,Mira Sorvino,Actor
Pamela Blair,Pamela Blair,Actor
Rene Ceballos,Rene Ceballos,Actor
Elie Chaib,Elie Chaib,Actor
George De La Pena,George De La Pena,Actor
Joanne DiMauro,Joanne DiMauro,Actor
Denise Faye,Denise Faye,Actor
Marian Filali,Marian Filali,Actor
Angelo Fraboni,Angelo Fraboni,Actor
Kevin Spacey,Kevin Spacey,Actor
Andrew Kevin Walker,Andrew Kevin Walker,Actor
Daniel Zacapa,Daniel Zacapa,Actor
Gwyneth Paltrow,Gwyneth Paltrow,Actor
John Cassini,John Cassini,Actor
Bob Mack,Bob Mack,Actor
Peter Crombie,Peter Crombie,Actor
Reg E. Cathey,Reg E. Cathey,Actor
Edward Norton,Edward Norton,Actor
Diva Gray,Diva Gray,Actor
Ami Almendral,Ami Almendral,Actor
Madeline Balmaceda,Madeline Balmaceda,Actor
Vivian Cherry,Vivian Cherry,Actor
Tommie Baxter,Tommie Baxter,Actor
William H. Macy,William H. Macy,Actor
Peter Stormare,Peter Stormare,Actor
Kristin Rudrüd,Kristin Rudrüd,Actor
Harve Presnell,Harve Presnell,Actor
Tony Denman,Tony Denman,Actor
Gary Houston,Gary Houston,Actor
Sally Wingert,Sally Wingert,Actor
Kurt Schweickhardt,Kurt Schweickhardt,Actor
Jeffrey Thomas,Jeffrey Thomas,Actor
Trini Alvarado,Trini Alvarado,Actor
Peter Dobson,Peter Dobson,Actor
John Astin,John Astin,Actor
Jeffrey Combs,Jeffrey Combs,Actor
Jake Busey,Jake Busey,Actor
Chi McBride,Chi McBride,Actor
Jim Fyfe,Jim Fyfe,Actor
Troy Evans,Troy Evans,Actor
Brian Kerwin,Brian Kerwin,Actor
Jennifer Lopez,Jennifer Lopez,Actor
